module,wetness,raining,temperature,battery,when
05,,,27.875,4.123776912689209,25/04/2017 13:20:08.110
05,,,27.875,4.123776912689209,25/04/2017 13:20:19.452
05,,,27.875,4.169093132019043,25/04/2017 13:20:30.812
05,,,28.25,4.138772010803223,25/04/2017 13:48:02.270
05,,,28.3125,4.169093132019043,25/04/2017 13:48:24.987
05,,,29.75,4.0503997802734375,25/04/2017 13:49:10.445
05,,,31.8125,4.231086730957031,25/04/2017 13:49:55.913
05,,,31.9375,4.169093132019043,25/04/2017 13:50:41.411
05,,,37.25,4.215416431427002,25/04/2017 13:52:57.953
05,,,37.1875,4.2468743324279785,25/04/2017 13:53:43.491
05,,,29.75,4.1998610496521,25/04/2017 13:56:00.147
05,,,28.75,4.278805732727051,25/04/2017 13:56:45.711
05,,,28.25,4.231086730957031,25/04/2017 13:57:31.276
05,,,28.0625,4.294952392578125,25/04/2017 13:58:16.855
05,,,27.875,4.231086730957031,25/04/2017 13:59:02.446
05,,,27.8125,4.215416431427002,25/04/2017 13:59:49.545
05,,,27.75,4.278805732727051,25/04/2017 14:00:35.002
05,,,27.75,4.231086730957031,25/04/2017 14:01:20.463
05,,,27.6875,4.360775470733643,25/04/2017 14:02:05.939
05,,,-127.0,4.344130992889404,25/04/2017 14:02:51.403
05,,,-127.0,4.2468743324279785,25/04/2017 14:03:36.894
05,,,27.6875,4.26278018951416,25/04/2017 14:04:22.389
05,,,-127.0,4.294952392578125,25/04/2017 14:05:07.890
05,,,-127.0,4.278805732727051,25/04/2017 14:05:53.390
05,,,-127.0,4.26278018951416,25/04/2017 14:06:38.901
05,,,27.625,4.344130992889404,25/04/2017 14:07:01.648
05,,,27.625,4.26278018951416,25/04/2017 14:07:24.396
05,,,27.625,4.360775470733643,25/04/2017 14:08:09.917
05,,,27.625,4.278805732727051,25/04/2017 14:08:55.438
05,,,27.625,4.344130992889404,25/04/2017 14:09:40.964
05,,,27.625,4.278805732727051,25/04/2017 14:10:26.494
05,,,27.625,4.394449234008789,25/04/2017 14:11:12.028
05,,,27.625,4.278805732727051,25/04/2017 14:11:57.565
05,,,27.625,4.344130992889404,25/04/2017 14:12:43.106
05,,,27.5625,4.26278018951416,25/04/2017 14:13:28.653
05,,,27.5625,4.294952392578125,25/04/2017 14:14:14.203
05,,,27.5625,4.394449234008789,25/04/2017 14:14:59.763
05,,,27.5625,4.294952392578125,25/04/2017 14:15:45.320
05,,,27.5625,4.360775470733643,25/04/2017 14:16:30.884
05,,,27.5625,4.278805732727051,25/04/2017 14:17:16.457
05,,,27.5625,4.278805732727051,25/04/2017 14:18:02.024
05,,,27.5625,4.311221122741699,25/04/2017 14:18:49.150
05,,,27.5625,4.294952392578125,25/04/2017 14:19:34.641
05,,,27.5625,4.294952392578125,25/04/2017 14:20:20.128
05,,,27.5625,4.294952392578125,25/04/2017 14:21:05.600
05,,,27.5625,4.26278018951416,25/04/2017 14:21:51.075
05,,,27.5625,4.344130992889404,25/04/2017 14:22:36.541
05,,,27.5625,4.344130992889404,25/04/2017 14:23:10.633
05,,,-127.0,4.344130992889404,25/04/2017 14:23:21.985
05,,,27.5625,4.360775470733643,25/04/2017 14:24:07.441
05,,,27.5625,4.278805732727051,25/04/2017 14:24:52.901
05,,,27.5625,4.344130992889404,25/04/2017 14:25:38.364
05,,,27.5625,4.278805732727051,25/04/2017 14:26:23.830
05,,,27.5625,4.278805732727051,25/04/2017 14:27:09.299
05,,,27.5625,4.377547740936279,25/04/2017 14:27:54.774
05,,,27.5625,4.278805732727051,25/04/2017 14:28:40.243
05,,,27.5625,4.26278018951416,25/04/2017 14:29:25.702
05,,,27.5625,4.327613830566406,25/04/2017 14:30:11.165
05,,,27.5625,4.26278018951416,25/04/2017 14:30:56.617
05,,,27.5625,4.2468743324279785,25/04/2017 14:31:42.069
05,,,27.5625,4.327613830566406,25/04/2017 14:32:27.519
05,,,27.5625,4.278805732727051,25/04/2017 14:33:12.965
05,,,27.5625,4.344130992889404,25/04/2017 14:33:58.404
05,,,27.5625,4.2468743324279785,25/04/2017 14:34:43.838
05,,,27.5625,4.26278018951416,25/04/2017 14:35:29.266
05,,,27.5625,4.360775470733643,25/04/2017 14:36:14.749
05,,,-127.0,4.311221122741699,25/04/2017 14:37:00.124
05,,,27.5625,4.377547740936279,25/04/2017 14:39:18.123
05,,,27.625,4.411481857299805,25/04/2017 15:30:56.385
05,,,27.6875,4.311221122741699,25/04/2017 15:56:01.358
05,,,27.6875,4.294952392578125,25/04/2017 15:56:46.749
05,,,27.6875,4.327613830566406,25/04/2017 15:57:32.132
05,,,27.6875,4.411481857299805,25/04/2017 15:58:17.510
05,,,27.6875,4.360775470733643,25/04/2017 15:59:48.291
05,,,27.6875,4.294952392578125,25/04/2017 16:00:33.674
05,,,27.6875,4.344130992889404,25/04/2017 16:01:19.026
05,,,27.6875,4.360775470733643,25/04/2017 16:02:04.386
05,,,27.6875,4.360775470733643,25/04/2017 16:02:49.735
05,,,27.6875,4.344130992889404,25/04/2017 16:03:35.083
05,,,27.75,4.278805732727051,25/04/2017 16:05:51.163
05,,,-127.0,4.278805732727051,25/04/2017 16:15:43.210
05,,,27.75,4.2468743324279785,25/04/2017 16:18:44.823
05,,,-127.0,4.26278018951416,25/04/2017 16:19:30.201
05,,,27.75,4.294952392578125,25/04/2017 16:20:15.601
05,,,27.75,4.344130992889404,25/04/2017 16:21:01.019
05,,,27.75,4.278805732727051,25/04/2017 16:21:46.434
05,,,27.75,4.311221122741699,25/04/2017 16:23:17.289
05,,,27.75,4.327613830566406,25/04/2017 16:24:02.726
05,,,-127.0,4.411481857299805,25/04/2017 16:51:22.532
05,,,0.0,4.327613830566406,25/04/2017 16:55:55.210
05,,,27.875,4.327613830566406,25/04/2017 16:56:40.612
05,,,0.0,4.278805732727051,25/04/2017 16:57:26.043
05,,,-127.0,4.327613830566406,25/04/2017 16:58:11.476
05,,,-127.0,4.294952392578125,25/04/2017 16:58:56.866
05,,,27.875,4.344130992889404,25/04/2017 17:00:27.669
05,,,27.875,4.2468743324279785,25/04/2017 17:02:43.975
05,,,27.875,4.26278018951416,25/04/2017 17:04:14.831
05,,,27.875,4.26278018951416,25/04/2017 17:05:00.246
05,,,27.875,4.2468743324279785,25/04/2017 17:05:45.637
05,,,27.875,4.360775470733643,25/04/2017 17:06:31.017
05,,,27.875,4.26278018951416,25/04/2017 17:07:16.395
05,,,27.875,4.231086730957031,25/04/2017 17:08:01.785
05,,,27.875,4.278805732727051,25/04/2017 17:08:47.169
05,,,27.9375,4.26278018951416,25/04/2017 17:09:34.177
05,,,0.0,4.311221122741699,25/04/2017 17:10:19.633
05,,,27.9375,4.231086730957031,25/04/2017 17:11:05.089
05,,,0.0,4.294952392578125,25/04/2017 17:12:36.012
05,,,27.9375,4.294952392578125,25/04/2017 17:13:21.464
05,,,27.9375,4.311221122741699,25/04/2017 17:14:06.929
05,,,27.9375,4.231086730957031,25/04/2017 17:14:52.394
05,,,27.9375,4.2468743324279785,25/04/2017 17:15:37.845
05,,,27.9375,4.2468743324279785,25/04/2017 17:16:23.289
05,,,-127.0,4.26278018951416,25/04/2017 17:18:39.637
05,,,-127.0,4.215416431427002,25/04/2017 17:19:25.089
05,,,27.9375,4.311221122741699,25/04/2017 17:20:55.956
05,,,27.9375,4.231086730957031,25/04/2017 17:21:18.664
05,,,0.0,4.26278018951416,25/04/2017 17:21:41.372
05,,,-127.0,4.231086730957031,25/04/2017 17:22:26.783
05,,,27.9375,4.215416431427002,25/04/2017 17:23:57.643
05,,,27.9375,4.215416431427002,25/04/2017 17:24:43.043
05,,,27.9375,4.278805732727051,25/04/2017 17:25:28.445
05,,,27.9375,4.231086730957031,25/04/2017 17:26:13.855
05,,,27.9375,4.294952392578125,25/04/2017 17:26:59.282
05,,,27.9375,4.215416431427002,25/04/2017 17:27:44.697
05,,,27.9375,4.311221122741699,25/04/2017 17:28:31.726
05,,,27.9375,4.2468743324279785,25/04/2017 17:29:17.230
05,,,28.0,4.2468743324279785,25/04/2017 17:30:48.248
05,,,28.0,4.1998610496521,25/04/2017 17:31:33.744
05,,,28.0,4.26278018951416,25/04/2017 17:33:04.703
05,,,-127.0,4.215416431427002,25/04/2017 17:34:35.699
05,,,-127.0,4.231086730957031,25/04/2017 17:35:21.183
05,,,28.0,4.231086730957031,25/04/2017 17:36:06.660
05,,,28.0,4.2468743324279785,25/04/2017 17:36:52.178
05,,,28.0,4.1998610496521,25/04/2017 17:37:26.303
05,,,28.0,4.215416431427002,25/04/2017 17:37:37.681
05,,,28.0,4.278805732727051,25/04/2017 17:39:54.240
05,,,28.0,4.231086730957031,25/04/2017 17:40:39.762
05,,,28.0,4.294952392578125,25/04/2017 17:41:25.270
05,,,28.0,4.294952392578125,25/04/2017 17:42:56.303
05,,,28.0,4.231086730957031,25/04/2017 17:43:41.806
05,,,28.0,4.327613830566406,25/04/2017 17:44:27.322
05,,,28.0,4.2468743324279785,25/04/2017 17:45:12.839
05,,,28.0,4.231086730957031,25/04/2017 17:45:58.360
05,,,28.0,4.294952392578125,25/04/2017 17:46:43.878
05,,,28.0,4.311221122741699,25/04/2017 17:47:30.954
05,,,28.0625,4.231086730957031,25/04/2017 17:48:16.388
05,,,28.0625,4.231086730957031,25/04/2017 17:49:01.818
05,,,28.0625,4.231086730957031,25/04/2017 17:49:47.250
05,,,28.0625,4.327613830566406,25/04/2017 17:50:32.682
05,,,28.0625,4.278805732727051,25/04/2017 17:52:03.568
05,,,28.0625,4.231086730957031,25/04/2017 17:52:49.013
05,,,28.0625,4.294952392578125,25/04/2017 17:53:34.458
05,,,28.0625,4.278805732727051,25/04/2017 17:54:19.880
05,,,28.0625,4.294952392578125,25/04/2017 17:55:05.328
05,,,28.0625,4.215416431427002,25/04/2017 17:56:36.217
05,,,28.0625,4.278805732727051,25/04/2017 17:58:07.088
05,,,28.0625,4.215416431427002,25/04/2017 17:58:52.528
05,,,28.0625,4.231086730957031,25/04/2017 17:59:37.963
05,,,28.0625,4.294952392578125,25/04/2017 18:00:23.394
05,,,28.0625,4.215416431427002,25/04/2017 18:01:08.849
05,,,28.0625,4.294952392578125,25/04/2017 18:02:39.713
05,,,28.0625,4.215416431427002,25/04/2017 18:03:25.143
05,,,28.0625,4.278805732727051,25/04/2017 18:04:10.573
05,,,-127.0,4.231086730957031,25/04/2017 18:06:28.487
05,,,28.125,4.231086730957031,25/04/2017 18:07:13.986
05,,,28.125,4.1998610496521,25/04/2017 18:09:30.484
05,,,28.125,4.1998610496521,25/04/2017 18:10:15.975
05,,,28.125,4.215416431427002,25/04/2017 18:11:46.966
05,,,28.125,4.184420585632324,25/04/2017 18:12:32.455
05,,,28.125,4.184420585632324,25/04/2017 18:13:17.947
05,,,28.125,4.2468743324279785,25/04/2017 18:14:03.431
05,,,28.125,4.2468743324279785,25/04/2017 18:14:48.917
05,,,28.125,4.294952392578125,25/04/2017 18:15:34.394
05,,,28.125,4.1998610496521,25/04/2017 18:16:19.878
05,,,28.125,4.169093132019043,25/04/2017 18:17:05.341
05,,,28.125,4.26278018951416,25/04/2017 18:17:50.791
05,,,28.125,4.184420585632324,25/04/2017 18:18:36.265
05,,,28.125,4.2468743324279785,25/04/2017 18:20:07.226
05,,,28.125,4.294952392578125,25/04/2017 18:20:52.694
05,,,28.125,4.169093132019043,25/04/2017 18:21:38.157
05,,,28.125,4.26278018951416,25/04/2017 18:22:23.619
05,,,28.1875,4.184420585632324,25/04/2017 18:23:09.087
05,,,28.125,4.278805732727051,25/04/2017 18:23:54.551
05,,,28.125,4.169093132019043,25/04/2017 18:24:40.012
05,,,28.1875,4.169093132019043,25/04/2017 18:26:01.175
05,,,28.1875,4.1998610496521,25/04/2017 18:26:12.521
05,,,28.1875,4.2468743324279785,25/04/2017 18:26:57.988
05,,,28.1875,4.26278018951416,25/04/2017 18:27:43.455
05,,,28.1875,4.231086730957031,25/04/2017 18:28:28.925
05,,,28.1875,4.2468743324279785,25/04/2017 18:29:14.409
05,,,28.1875,4.1998610496521,25/04/2017 18:29:59.880
05,,,28.1875,4.26278018951416,25/04/2017 18:30:45.343
05,,,28.1875,4.2468743324279785,25/04/2017 18:31:30.819
05,,,28.1875,4.231086730957031,25/04/2017 18:32:16.303
05,,,28.1875,4.184420585632324,25/04/2017 18:33:01.774
05,,,28.1875,4.231086730957031,25/04/2017 18:33:47.244
05,,,28.1875,4.2468743324279785,25/04/2017 18:34:32.715
05,,,28.1875,4.215416431427002,25/04/2017 18:35:18.180
05,,,28.1875,4.2468743324279785,25/04/2017 18:36:03.661
05,,,28.1875,4.169093132019043,25/04/2017 18:36:49.124
05,,,28.1875,4.2468743324279785,25/04/2017 18:37:34.599
05,,,28.1875,4.26278018951416,25/04/2017 18:38:20.056
05,,,28.1875,4.1998610496521,25/04/2017 18:39:05.520
05,,,28.1875,4.26278018951416,25/04/2017 18:39:50.992
05,,,28.1875,4.169093132019043,25/04/2017 18:40:36.444
05,,,28.1875,4.169093132019043,25/04/2017 18:41:21.900
05,,,28.25,4.184420585632324,25/04/2017 18:42:52.827
05,,,28.25,4.169093132019043,25/04/2017 18:43:38.283
05,,,-127.0,4.294952392578125,25/04/2017 18:44:25.288
05,,,28.25,4.231086730957031,25/04/2017 18:45:10.739
05,,,-127.0,4.231086730957031,25/04/2017 18:45:56.171
05,,,-127.0,4.138772010803223,25/04/2017 18:46:41.587
05,,,-127.0,4.278805732727051,25/04/2017 18:47:27.015
05,,,28.25,4.184420585632324,25/04/2017 18:48:12.431
05,,,28.25,4.215416431427002,25/04/2017 18:48:57.873
05,,,28.25,4.169093132019043,25/04/2017 18:49:43.324
05,,,28.25,4.26278018951416,25/04/2017 18:50:28.779
05,,,28.25,4.215416431427002,25/04/2017 18:51:14.219
05,,,28.25,4.169093132019043,25/04/2017 18:51:59.671
05,,,28.25,4.2468743324279785,25/04/2017 18:52:45.104
05,,,28.25,4.169093132019043,25/04/2017 18:53:30.544
05,,,28.25,4.231086730957031,25/04/2017 18:55:01.436
05,,,28.25,4.153877258300781,25/04/2017 18:55:46.881
05,,,28.25,4.215416431427002,25/04/2017 18:56:32.315
05,,,28.25,4.169093132019043,25/04/2017 18:57:17.745
05,,,28.25,4.231086730957031,25/04/2017 18:58:03.185
05,,,28.25,4.2468743324279785,25/04/2017 18:58:25.905
05,,,28.25,4.153877258300781,25/04/2017 18:58:48.625
05,,,28.25,4.231086730957031,25/04/2017 18:59:34.048
05,,,28.3125,4.153877258300781,25/04/2017 19:01:04.913
05,,,28.3125,4.215416431427002,25/04/2017 19:01:50.338
05,,,28.3125,4.138772010803223,25/04/2017 19:02:35.771
05,,,28.3125,4.138772010803223,25/04/2017 19:03:22.780
05,,,28.3125,4.123776912689209,25/04/2017 19:04:53.807
05,,,28.3125,4.123776912689209,25/04/2017 19:05:39.293
05,,,28.3125,4.1998610496521,25/04/2017 19:06:24.797
05,,,28.3125,4.1998610496521,25/04/2017 19:07:10.297
05,,,28.3125,4.184420585632324,25/04/2017 19:07:55.794
05,,,28.3125,4.1998610496521,25/04/2017 19:10:12.279
05,,,28.3125,4.138772010803223,25/04/2017 19:10:57.766
05,,,-127.0,4.138772010803223,25/04/2017 19:11:43.210
05,,,-127.0,4.184420585632324,25/04/2017 19:12:28.647
05,,,-127.0,4.123776912689209,25/04/2017 19:13:14.069
05,,,-127.0,4.215416431427002,25/04/2017 19:13:59.498
05,,,-127.0,4.094109535217285,25/04/2017 19:14:33.574
05,,,-127.0,4.108889579772949,25/04/2017 19:14:44.925
05,,,-127.0,4.138772010803223,25/04/2017 19:16:15.792
05,,,-127.0,4.108889579772949,25/04/2017 19:17:01.222
05,,,-127.0,4.215416431427002,25/04/2017 19:17:46.634
05,,,-127.0,4.215416431427002,25/04/2017 19:18:32.040
05,,,-127.0,4.138772010803223,25/04/2017 19:19:17.452
05,,,-127.0,4.094109535217285,25/04/2017 19:20:02.877
05,,,-127.0,4.123776912689209,25/04/2017 19:21:33.714
05,,,-127.0,4.123776912689209,25/04/2017 19:22:20.675
05,,,-127.0,4.079434871673584,25/04/2017 19:23:06.099
05,,,0.0,4.153877258300781,25/04/2017 19:24:36.982
05,,,28.375,4.184420585632324,25/04/2017 19:25:22.410
05,,,-127.0,4.123776912689209,25/04/2017 19:26:53.260
05,,,-127.0,4.123776912689209,25/04/2017 19:27:38.671
05,,,0.0,4.079434871673584,25/04/2017 19:28:24.119
05,,,28.375,4.169093132019043,25/04/2017 19:29:09.557
05,,,28.375,4.169093132019043,25/04/2017 19:29:55.003
05,,,-127.0,4.079434871673584,25/04/2017 19:30:40.477
05,,,28.375,4.184420585632324,25/04/2017 19:31:25.884
05,,,28.375,4.079434871673584,25/04/2017 19:32:11.325
05,,,28.375,4.153877258300781,25/04/2017 19:32:56.749
05,,,28.375,4.094109535217285,25/04/2017 19:34:27.634
05,,,0.0,4.123776912689209,25/04/2017 19:35:13.066
05,,,-127.0,4.138772010803223,25/04/2017 19:35:58.500
05,,,0.0,4.064865589141846,25/04/2017 19:36:43.934
05,,,28.375,4.108889579772949,25/04/2017 19:37:29.371
05,,,28.375,4.064865589141846,25/04/2017 19:38:14.798
05,,,28.375,4.138772010803223,25/04/2017 19:39:00.238
05,,,28.375,4.079434871673584,25/04/2017 19:39:45.671
05,,,28.4375,4.169093132019043,25/04/2017 19:41:18.109
05,,,28.375,4.064865589141846,25/04/2017 19:42:03.620
05,,,28.4375,4.153877258300781,25/04/2017 19:42:49.128
05,,,28.4375,4.094109535217285,25/04/2017 19:43:34.630
05,,,28.4375,4.184420585632324,25/04/2017 19:44:20.141
05,,,28.4375,4.169093132019043,25/04/2017 19:45:51.148
05,,,28.4375,4.123776912689209,25/04/2017 19:47:22.146
05,,,28.4375,4.123776912689209,25/04/2017 19:48:07.637
05,,,28.4375,4.123776912689209,25/04/2017 19:48:53.141
05,,,28.4375,4.0503997802734375,25/04/2017 19:49:38.643
05,,,28.4375,4.138772010803223,25/04/2017 19:50:24.132
05,,,28.4375,4.064865589141846,25/04/2017 19:51:09.620
05,,,28.4375,4.138772010803223,25/04/2017 19:53:26.108
05,,,28.4375,4.108889579772949,25/04/2017 19:54:11.592
05,,,28.4375,4.153877258300781,25/04/2017 19:54:57.080
05,,,28.4375,4.138772010803223,25/04/2017 19:55:42.570
05,,,28.4375,4.108889579772949,25/04/2017 19:56:28.051
05,,,28.4375,4.0503997802734375,25/04/2017 19:57:02.159
05,,,28.4375,4.036036491394043,25/04/2017 19:57:13.527
05,,,28.4375,4.079434871673584,25/04/2017 19:57:59.019
05,,,28.4375,4.079434871673584,25/04/2017 19:58:44.492
05,,,28.4375,4.079434871673584,25/04/2017 19:59:29.964
05,,,28.4375,4.138772010803223,25/04/2017 20:00:16.976
05,,,28.5,4.0503997802734375,25/04/2017 20:01:02.455
05,,,28.4375,4.0503997802734375,25/04/2017 20:01:47.914
05,,,28.4375,4.0503997802734375,25/04/2017 20:02:33.384
05,,,28.5,4.123776912689209,25/04/2017 20:03:07.478
05,,,28.4375,4.021775245666504,25/04/2017 20:03:18.837
05,,,28.5,4.138772010803223,25/04/2017 20:04:49.790
05,,,28.5,4.036036491394043,25/04/2017 20:05:35.252
05,,,28.5,4.094109535217285,25/04/2017 20:06:20.727
05,,,28.5,4.036036491394043,25/04/2017 20:07:06.195
05,,,28.5,4.0503997802734375,25/04/2017 20:07:51.655
05,,,28.5,4.0503997802734375,25/04/2017 20:08:37.109
05,,,28.5,4.108889579772949,25/04/2017 20:10:53.521
05,,,28.5,4.021775245666504,25/04/2017 20:11:38.986
05,,,28.5,4.021775245666504,25/04/2017 20:13:09.911
05,,,28.5,4.036036491394043,25/04/2017 20:14:40.845
05,,,28.5,4.0503997802734375,25/04/2017 20:15:26.294
05,,,28.5,4.079434871673584,25/04/2017 20:16:11.754
05,,,28.5,4.036036491394043,25/04/2017 20:16:57.196
05,,,28.5,4.094109535217285,25/04/2017 20:17:42.661
05,,,28.5,4.0076141357421875,25/04/2017 20:18:28.101
05,,,28.5,4.0076141357421875,25/04/2017 20:19:15.069
05,,,28.5,4.021775245666504,25/04/2017 20:20:00.520
05,,,28.5,4.138772010803223,25/04/2017 20:20:45.957
05,,,28.5,4.021775245666504,25/04/2017 20:21:31.408
05,,,28.5,3.979588747024536,25/04/2017 20:22:16.864
05,,,28.5,4.094109535217285,25/04/2017 20:23:02.314
05,,,28.5,4.064865589141846,25/04/2017 20:23:47.750
05,,,28.5,3.9935522079467773,25/04/2017 20:24:33.198
05,,,28.5,4.079434871673584,25/04/2017 20:25:18.627
05,,,28.5,3.9935522079467773,25/04/2017 20:26:04.067
05,,,28.5,4.0503997802734375,25/04/2017 20:26:49.498
05,,,28.5625,4.0076141357421875,25/04/2017 20:27:34.936
05,,,28.5625,3.9935522079467773,25/04/2017 20:28:20.379
05,,,28.5625,3.979588747024536,25/04/2017 20:29:05.806
05,,,28.5625,4.064865589141846,25/04/2017 20:29:51.233
05,,,28.5625,4.0503997802734375,25/04/2017 20:31:22.100
05,,,28.5625,4.0076141357421875,25/04/2017 20:32:07.536
05,,,28.5625,4.0076141357421875,25/04/2017 20:32:52.963
05,,,28.5625,4.108889579772949,25/04/2017 20:33:38.384
05,,,28.5625,3.9935522079467773,25/04/2017 20:34:23.805
05,,,28.5625,4.064865589141846,25/04/2017 20:35:09.221
05,,,28.5625,3.979588747024536,25/04/2017 20:35:54.652
05,,,28.5625,3.979588747024536,25/04/2017 20:36:40.065
05,,,28.5625,4.0503997802734375,25/04/2017 20:37:25.481
05,,,28.5625,4.021775245666504,25/04/2017 20:38:12.445
05,,,28.5625,4.0503997802734375,25/04/2017 20:38:57.940
05,,,28.5625,3.979588747024536,25/04/2017 20:39:43.428
05,,,28.5625,3.9935522079467773,25/04/2017 20:40:28.919
05,,,28.5625,3.979588747024536,25/04/2017 20:41:14.430
05,,,28.5625,3.979588747024536,25/04/2017 20:41:59.924
05,,,28.5625,4.094109535217285,25/04/2017 20:42:45.408
05,,,28.5625,3.979588747024536,25/04/2017 20:43:30.900
05,,,28.5625,4.094109535217285,25/04/2017 20:44:16.382
05,,,28.5625,4.0076141357421875,25/04/2017 20:45:01.871
05,,,28.5625,3.9935522079467773,25/04/2017 20:45:47.364
05,,,28.5625,3.979588747024536,25/04/2017 20:46:32.847
05,,,28.5625,3.9657225608825684,25/04/2017 20:47:18.331
05,,,28.5625,4.036036491394043,25/04/2017 20:48:03.811
05,,,28.5625,3.979588747024536,25/04/2017 20:48:49.301
05,,,28.5625,3.9657225608825684,25/04/2017 20:49:34.777
05,,,28.5625,4.064865589141846,25/04/2017 20:50:20.256
05,,,28.5625,3.9935522079467773,25/04/2017 20:51:05.739
05,,,28.5625,3.979588747024536,25/04/2017 20:51:39.846
05,,,28.5625,3.979588747024536,25/04/2017 20:51:51.195
05,,,28.5625,3.9935522079467773,25/04/2017 20:52:36.671
05,,,28.5625,4.021775245666504,25/04/2017 20:53:22.147
05,,,28.625,3.979588747024536,25/04/2017 20:54:07.622
05,,,28.625,4.0503997802734375,25/04/2017 20:54:53.097
05,,,28.5625,3.9519526958465576,25/04/2017 20:55:38.575
05,,,28.5625,4.021775245666504,25/04/2017 20:56:24.045
05,,,28.625,3.979588747024536,25/04/2017 20:57:11.026
